Food Code,Food Name (minerals indian.csv),Food Category,Energy,Carbs,Fat,Protein,Fat value,Alpha Lino-lenic,Arachidic,Arginine,Behenic,Calcium,Carotene(µg),Chlorine,Choline-(mg),Chromium,Copper,Cystine,Folicacid(mg),Folicfree(mg),Histidine,IDF(g),Iron,Isole-ucine,Leucine,Ligno-ceric,Linoleic,Lysine,Magn-esium,Mang-anese,Methi-onine,Molyb-denum,Niacin(mg),Number of Records,Oleic,Palmi-toleic,Palmitic,Phenyl-alanine,Phosp-horus,Potassium,Riboflavin(mg),SDF(g),Sodium,Stearic,Sulphur,TDF(g),Thiamine(mg),Thre-onine,Total Mono Unsa-turates,Total N,Total Poly Unsaturates,Total Satur-ates,Trypt-ophan,Tyrosine,Valine,Vitamin-C(mg),Zinc
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,condiments_and_spices,,,,,,,,,,,,,,,,,,,,42.5,,,,,,,,,,,,1,,,,,,,,4.9,,,,47.4,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,1,,,,,,,,0.9,,,,3.5,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,1,,,,,,,,0.5,,,,1.7,,,,,,,,,,,
,,leafy_vegetables,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,1,,,,,,,,0.8,,,,3.2,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,5.8,,,,,,,,,,,,1,,,,,,,,1.5,,,,7.3,,,,,,,,,,,
,,roots_and_tubers,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,1,,,,,,,,1,,,,4.2,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,1,,,,,,,,1.4,,,,3.5,,,,,,,,,,,
,,condiments_and_spices,,,,,,,,,,,,,,,,,,,,28.6,,,,,,,,,,,,1,,,,,,,,20,,,,48.6,,,,,,,,,,,
,,leafy_vegetables,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,1,,,,,,,,0.9,,,,2.5,,,,,,,,,,,
,,leafy_vegetables,,,,,,,,,,,,,,,,,,,,2.9,,,,,,,,,,,,1,,,,,,,,1,,,,3.9,,,,,,,,,,,
,,nuts_and_oil_seeds,,,,,,,,,,,,,,,,,,,,33.1,,,,,,,,,,,,1,,,,,,,,5.7,,,,38.8,,,,,,,,,,,
,,condiments_and_spices,,,,,,,,,,,,,,,,,,,,28.9,,,,,,,,,,,,1,,,,,,,,6.2,,,,35.1,,,,,,,,,,,
,,nuts_and_oil_seeds,,,,,,,,,,,,,,,,,,,,44.6,,,,,,,,,,,,1,,,,,,,,3.9,,,,48.5,,,,,,,,,,,
,,other_vegetables,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,1,,,,,,,,0.5,,,,2.1,,,,,,,,,,,
,,leafy_vegetables,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,1,,,,,,,,1.5,,,,6.6,,,,,,,,,,,
,,condiments_and_spices,,,,,,,,,,,,,,,,,,,,25.2,,,,,,,,,,,,1,,,,,,,,4.8,,,,30,,,,,,,,,,,
,,condiments_and_spices,,,,,,,,,,,,,,,,,,,,20.4,,,,,,,,,,,,1,,,,,,,,2.6,,,,23,,,,,,,,,,,
,,pulses_and_legumes,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,1,,,,,,,,2,,,,10.3,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,1,,,,,,,,0.5,,,,2.8,,,,,,,,,,,
,,other_vegetables,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,1,,,,,,,,0.7,,,,3,,,,,,,,,,,
,,nuts_and_oil_seeds,,,,,,,,,,,,,,,,,,,,12.7,,,,,,,,,,,,1,,,,,,,,0.9,,,,13.6,,,,,,,,,,,
,,nuts_and_oil_seeds,,,,,,,,,,,,,,,,,,,,10.2,,,,,,,,,,,,1,,,,,,,,3.4,,,,13.6,,,,,,,,,,,
,,other_vegetables,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,1,,,,,,,,0.9,,,,3.5,,,,,,,,,,,
,,other_vegetables,,,,,,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,1,,,,,,,,2.1,,,,8.9,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,1,,,,,,,,1,,,,3.8,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,1,,,,,,,,1.1,,,,2.8,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,1,,,,,,,,0.3,,,,0.8,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,1,,,,,,,,0.8,,,,7.7,,,,,,,,,,,
,,condiments_and_spices,,,,,,,,,,,,,,,,,,,,22.4,,,,,,,,,,,,1,,,,,,,,11.2,,,,33.6,,,,,,,,,,,
,,leafy_vegetables,,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,1,,,,,,,,0.9,,,,4,,,,,,,,,,,
,,condiments_and_spices,,,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,1,,,,,,,,1.3,,,,6,,,,,,,,,,,
,,other_vegetables,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,1,,,,,,,,0.4,,,,1.3,,,,,,,,,,,
,,roots_and_tubers,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,1,,,,,,,,0.8,,,,2.5,,,,,,,,,,,
,,cereal_grains_and_products,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,,1,,,,,,,,2.9,,,,12.5,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,1,,,,,,,,0.3,,,,0.6,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,9.1,,,,,,,,,,,,1,,,,,,,,1.8,,,,10.9,,,,,,,,,,,
,,pulses_and_legumes,,,,,,,,,,,,,,,,,,,,14.7,,,,,,,,,,,,1,,,,,,,,2,,,,16.7,,,,,,,,,,,
,,cereal_grains_and_products,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,1,,,,,,,,0.9,,,,4.1,,,,,,,,,,,
,,other_vegetables,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,1,,,,,,,,0.3,,,,1.1,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,1,,,,,,,,1.3,,,,2.6,,,,,,,,,,,
,,other_vegetables,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,1,,,,,,,,1.6,,,,3,,,,,,,,,,,
,,pulses_and_legumes,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,,1,,,,,,,,4.1,,,,11.7,,,,,,,,,,,
,,other_vegetables,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,,1,,,,,,,,1.4,,,,5.1,,,,,,,,,,,
,,leafy_vegetables,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,1,,,,,,,,1.3,,,,6.3,,,,,,,,,,,
,,pulses_and_legumes,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,1,,,,,,,,2.3,,,,9.1,,,,,,,,,,,
,,pulses_and_legumes,,,,,,,,,,,,,,,,,,,,19.8,,,,,,,,,,,,1,,,,,,,,2.8,,,,22.6,,,,,,,,,,,
,,roots_and_tubers,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,1,,,,,,,,0.5,,,,2.3,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,1,,,,,,,,1.5,,,,5.5,,,,,,,,,,,
,,condiments_and_spices,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,1,,,,,,,,2.5,,,,5.1,,,,,,,,,,,
,,condiments_and_spices,,,,,,,,,,,,,,,,,,,,34.3,,,,,,,,,,,,1,,,,,,,,9.1,,,,43.4,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,1,,,,,,,,0.6,,,,1.5,,,,,,,,,,,
,,other_vegetables,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,1,,,,,,,,1,,,,2.5,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,1,,,,,,,,0.3,,,,4.3,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,1,,,,,,,,0.5,,,,1.1,,,,,,,,,,,
,,pulses_and_legumes,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,1,,,,,,,,2.3,,,,15.8,,,,,,,,,,,
,,other_vegetables,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,0.2,,,,2.2,,,,,,,,,,,
,,cereal_grains_and_products,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,1,,,,,,,,0.9,,,,11.9,,,,,,,,,,,
,,leafy_vegetables,,,,,,,,,,,,,,,,,,,,13.4,,,,,,,,,,,,1,,,,,,,,2.9,,,,16.3,,,,,,,,,,,
,,pulses_and_legumes,,,,,,,,,,,,,,,,,,,,12.7,,,,,,,,,,,,1,,,,,,,,2.6,,,,15.3,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,1,,,,,,,,1.4,,,,2.7,,,,,,,,,,,
,,other_vegetables,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,0.2,,,,2.2,,,,,,,,,,,
,,other_vegetables,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,1,,,,,,,,1.5,,,,5.7,,,,,,,,,,,
,,leafy_vegetables,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,,,,1,,,,,,,,1.2,,,,10.6,,,,,,,,,,,
,,condiments_and_spices,,,,,,,,,,,,,,,,,,,,17.6,,,,,,,,,,,,1,,,,,,,,2.4,,,,20,,,,,,,,,,,
,,condiments_and_spices,,,,,,,,,,,,,,,,,,,,32.4,,,,,,,,,,,,1,,,,,,,,2.9,,,,35.3,,,,,,,,,,,
,,other_vegetables,,,,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,1,,,,,,,,0.5,,,,1.9,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,1,,,,,,,,0.4,,,,1.2,,,,,,,,,,,
,,condiments_and_spices,,,,,,,,,,,,,,,,,,,,43.9,,,,,,,,,,,,1,,,,,,,,3.3,,,,47.2,,,,,,,,,,,
,,leafy_vegetables,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1,,,,,,,,1.3,,,,4.3,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,1,,,,,,,,0.5,,,,2.8,,,,,,,,,,,
,,pulses_and_legumes,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,1,,,,,,,,1.7,,,,8.2,,,,,,,,,,,
,,other_vegetables,,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,1,,,,,,,,1,,,,5.8,,,,,,,,,,,
,,pulses_and_legumes,,,,,,,,,,,,,,,,,,,,15.4,,,,,,,,,,,,1,,,,,,,,4.9,,,,20.3,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,1,,,,,,,,1.4,,,,8.5,,,,,,,,,,,
,,leafy_vegetables,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,1,,,,,,,,1,,,,7.9,,,,,,,,,,,
,,fruits,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,,,,1,,,,,,,,1.4,,,,8.3,,,,,,,,,,,
,,pulses_and_legumes,,,,,,,,,,,,,,,,,,,,25.2,,,,,,,,,,,,1,,,,,,,,3.1,,,,28.3,,,,,,,,,,,
,,,347,,,9.7,0.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,60,,,4.3,1.5,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,65,,,1.8,1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,79,,,1.2,0.1,,,,,,260,,0,,,,0,0,,,,,,,,,,,,,0.7,1,,,,,,,0.1,,,,,,0.1,,,,,,,,,0,
,,,97,,,19.4,0.6,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,1,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,56,,,1,0.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,86,,,21.4,0,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,2.5,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,71,,,1.5,0.2,,,,,,9,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0.1,,,,,,0,,,,,,,,,21,
,,,357,,,38,0.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,1,1,,,,,,,1.6,,,,,,0.5,,,,,,,,,5,
,,,570,,,26.2,39.8,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,22.1,1,,,,,,,0.1,,,,,,0.4,,,,,,,,,0,
,,,117,,,16.3,5.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,33,,,2.8,0.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,393,,,13.5,16.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,29.8,1,,,,,,,0.5,,,,,,2.7,,,,,,,,,0,
,,,48,,,3.8,0.7,,,,,,187,,4,,,,0,0,,,,,,,,,,,,,0.7,1,,,,,,,0.1,,,,,,0.1,,,,,,,,,9,
,,,44,,,0.8,0.3,,,,,,7,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0.1,,,,,,0.1,,,,,,,,,1,
,,,359,,,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,245,,,7.8,0.7,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0.7,1,,,,,,,0,,,,,,0.1,,,,,,,,,0,
,,,338,,,1.3,0.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,1.4,1,,,,,,,0.1,,,,,,0.2,,,,,,,,,0,
,,,32,,,0.6,0.3,,,,,,3,,0,,,,0,0,,,,,,,,,,,,,0.4,1,,,,,,,0,,,,,,0.1,,,,,,,,,17,
,,,20,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,288,,,14.1,16.1,,,,,,942,,1077,,,,32,27.4,,,,,,,,,,,,,1.1,1,,,,,,,0.3,,,,,,0.2,,,,,,,,,0,
,,,89,,,14.3,2.5,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,62,,,0.7,0.3,,,,,,48,,7,,,,0,0,,,,,,,,,,,,,0.2,1,,,,,,,0,,,,,,0,,,,,,,,,18,
,,,59,,,0.8,0.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,77,,,1.8,0.1,,,,,,18,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0.2,,,,,,,,,11,
,,,79,,,14.9,0.8,,,,,,0,,349,,,,0,0,,,,,,,,,,,,,0.7,1,,,,,,,0,,,,,,0,,,,,,,,,10,
,,,20,,,0.9,0.2,,,,,,351,,0,,,,30,14,,,,,,,,,,,,,0.4,1,,,,,,,0.1,,,,,,0.1,,,,,,,,,27,
,,,94,,,16.2,2.3,,,,,,0,,572,,,,0,0,,,,,,,,,,,,,0.5,1,,,,,,,0,,,,,,0,,,,,,,,,9,
,,,63,,,5.1,1.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,19,,,0.5,0.3,,,,,,18,,0,,,,0,0,,,,,,,,,,,,,0.6,1,,,,,,,0,,,,,,0.1,,,,,,,,,32,
,,,310,,,6.4,2.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,26,,,2,0.4,,,,,,2100,,0,,,,0,0,,,,,,,,,,,,,0.2,1,,,,,,,0.1,,,,,,0,,,,,,,,,13,
,,,372,,,20.8,5.6,,,,,,129,,0,,,,147.5,32,,,,,,,,,,,,,2.4,1,,,,,,,0.2,,,,,,0.5,,,,,,,,,1,
,,,15,,,1.6,0.3,,,,,,3660,,0,,,,125,40,,,,,,,,,,,,,0.2,1,,,,,,,0.1,,,,,,0,,,,,,,,,12,
,,,113,,,23.8,1.6,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,75,,,1.6,0.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,29,,,3.6,0.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,37,,,1.5,0.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,454,,,25.3,24.5,,,,,,27,,0,,,,0,0,,,,,,,,,,,,,14.3,1,,,,,,,0.6,,,,,,0.6,,,,,,,,,0,
,,,210,,,38.6,6.2,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,129,,,1.8,0.5,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,46,,,3.7,1.4,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,38,,,3.9,0.6,,,,,,5742,,0,,,,0,0,,,,,,,,,,,,,5.5,1,,,,,,,0.3,,,,,,0.2,,,,,,,,,106,
,,,161,,,14.2,10.8,,,,,,0,,913,,,,0,0,,,,,,,,,,,,,0.6,1,,,,,,,0,,,,,,0,,,,,,,,,7,
,,,22,,,0.6,0.1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,900,,,0,100,,,,,,600,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
,,,19,,,0.1,0.4,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0.2,1,,,,,,,0,,,,,,0,,,,,,,,,30,
,,,68,,,5.9,1,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0.9,1,,,,,,,0.6,,,,,,0,,,,,,,,,11,
,,,274,,,61.5,2.3,,,,,,0,,0,,,,0,0,,,,,,,,,,,,,0,1,,,,,,,0,,,,,,0,,,,,,,,,0,
